"","netusoft","netustm","trstprl","trstplc","trstprt","trstep","trstun","freehms","euftf","atchctr","atcherp","rlgdgr","rlgatnd","pray","vteurmmb","vteubcmb","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun"
"19457",5,180,7,6,5,8,8,1,6,9,4,2,7,7,1,NA,3,5,2,2,2,6,1,2,2,3,1,4,3,4,2,5,1,1,1,2
"19458",5,120,5,5,5,3,6,2,2,8,6,3,4,6,65,NA,2,4,1,1,1,4,1,4,2,2,2,2,1,5,1,2,1,1,1,4
"19459",5,60,5,6,5,5,5,2,6,4,4,5,6,6,1,NA,1,6,1,2,1,5,1,1,5,1,1,2,1,5,2,5,1,1,6,2
"19460",4,120,6,7,4,4,6,2,3,6,3,3,6,7,1,NA,2,5,2,2,2,5,2,3,4,2,2,5,4,4,4,4,2,2,4,4
"19461",4,60,NA,0,NA,NA,NA,NA,6,3,5,5,3,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19462",1,NA,3,6,3,3,3,3,0,7,5,8,3,1,1,NA,4,5,1,3,1,3,4,2,3,3,1,4,3,5,4,1,1,1,1,3
"19463",5,60,3,2,3,4,7,1,5,9,8,7,3,1,1,NA,5,5,3,4,4,4,3,4,5,2,2,5,4,6,4,3,2,1,5,5
"19464",5,360,5,10,4,1,1,1,10,10,6,7,4,3,1,NA,2,5,5,1,1,4,4,2,4,1,1,1,1,3,1,1,1,2,4,1
"19465",5,600,5,6,3,6,5,1,4,7,6,1,7,7,1,NA,3,5,3,5,2,4,2,3,5,2,4,6,4,6,3,4,3,1,3,6
"19466",1,NA,7,8,7,7,8,2,NA,8,5,10,1,1,1,NA,3,5,2,3,2,2,1,1,6,2,1,5,2,6,1,2,2,2,2,6
"19467",5,120,4,5,4,6,7,1,5,9,8,0,7,7,1,NA,5,5,1,2,2,5,2,2,2,1,2,3,2,5,5,3,1,2,4,3
"19468",5,150,2,10,1,1,2,1,8,9,9,5,7,4,1,NA,2,1,2,1,2,1,2,1,2,2,1,2,2,3,2,3,1,2,3,2
"19469",5,120,3,9,0,5,7,1,6,6,5,7,4,2,1,NA,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19470",3,NA,1,5,3,4,6,2,4,6,5,10,3,1,1,NA,4,4,4,4,NA,1,1,1,4,1,1,2,1,3,1,3,1,1,1,3
"19471",5,120,8,5,5,7,6,1,10,10,8,6,5,2,1,NA,2,5,1,2,3,5,1,2,4,1,2,5,2,5,2,5,1,2,2,2
"19472",5,60,4,7,3,5,7,2,7,9,8,5,3,6,1,NA,2,6,2,3,2,5,5,2,5,2,2,3,2,4,2,5,3,3,2,4
"19473",3,NA,7,5,7,4,NA,1,6,10,5,8,2,1,1,NA,2,6,2,2,2,3,2,1,6,1,2,5,1,6,1,2,1,1,1,5
"19474",5,180,5,6,5,6,6,1,5,7,5,0,7,7,1,NA,5,4,4,4,1,4,2,3,5,1,2,5,5,4,6,6,2,1,6,4
"19475",3,NA,0,5,4,0,0,3,4,3,4,4,3,3,1,NA,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
"19476",5,120,8,9,6,7,8,1,5,9,8,7,4,3,1,NA,3,5,2,5,2,2,2,2,4,2,2,5,2,4,2,5,2,2,2,3
"19477",1,NA,4,5,5,NA,8,1,2,10,7,7,4,2,1,NA,2,1,1,1,1,1,1,1,1,2,1,2,1,5,1,1,1,2,1,1
"19478",5,240,3,4,3,4,4,1,8,9,8,7,6,4,1,NA,2,4,2,3,1,5,2,1,3,1,1,3,1,4,1,2,1,1,2,1
"19479",2,NA,5,2,0,0,0,1,NA,0,0,0,7,7,55,NA,2,6,1,6,1,4,1,4,6,6,1,1,1,5,5,5,1,1,6,4
"19480",5,60,6,6,2,3,7,1,7,8,6,5,5,3,1,NA,1,5,2,3,3,2,2,3,5,2,2,5,3,2,1,2,2,1,5,2
"19481",4,60,6,8,6,8,8,2,7,10,9,6,6,6,1,NA,4,5,2,4,1,3,2,1,5,2,2,5,2,6,1,5,3,1,1,4
"19482",5,120,3,3,3,4,7,1,5,8,7,2,4,7,1,NA,2,5,2,2,2,5,2,3,3,2,2,5,3,2,5,5,2,1,2,3
"19483",5,60,10,10,5,5,5,2,10,10,10,0,7,7,1,NA,1,5,3,2,5,5,5,2,5,3,2,4,4,3,5,3,2,2,6,6
"19484",2,NA,5,1,0,7,7,2,5,3,3,5,2,3,1,NA,3,4,4,3,3,3,2,3,3,3,2,3,4,2,6,4,3,2,3,4
"19485",5,1200,0,6,1,1,1,1,NA,8,3,5,2,7,33,NA,1,4,1,3,4,6,3,6,1,5,1,3,2,2,6,5,3,2,3,2
"19486",5,120,2,4,2,2,2,2,5,8,2,7,7,1,1,NA,5,6,1,3,1,5,2,1,5,1,1,5,2,5,5,5,2,2,3,3
"19487",5,180,1,2,1,6,6,1,8,9,0,10,4,2,1,NA,1,5,4,4,1,3,2,1,2,1,1,2,2,3,4,3,1,1,5,2
"19488",5,90,7,10,5,7,8,3,7,8,8,8,3,1,1,NA,1,4,2,2,2,3,2,3,5,5,2,3,1,4,1,2,1,2,1,3
"19489",5,120,8,8,8,10,10,1,8,7,8,3,5,5,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"19490",5,480,5,7,5,6,5,1,5,7,7,3,5,7,1,NA,2,3,2,2,1,NA,2,2,5,2,2,2,NA,6,2,2,2,2,1,3
"19491",4,120,5,8,7,8,8,2,5,9,7,2,7,7,1,NA,2,4,2,2,2,4,1,2,3,2,2,3,3,4,4,3,1,4,5,4
"19492",4,45,6,8,5,7,8,2,5,9,7,3,7,7,1,NA,3,3,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2
"19493",5,240,3,0,0,NA,NA,2,NA,10,1,5,5,1,NA,NA,5,5,3,6,3,4,2,4,4,4,3,5,3,5,4,5,2,3,4,5
"19494",4,90,1,0,3,1,2,1,7,8,9,8,6,4,1,NA,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3
"19495",5,120,5,8,5,6,5,3,5,8,6,5,6,NA,1,NA,1,2,1,1,1,2,1,3,2,1,1,1,1,2,2,1,1,1,2,2
"19496",5,240,5,8,4,3,4,1,3,7,5,2,6,6,1,NA,4,2,2,2,3,4,2,3,2,2,3,2,2,4,4,3,4,4,3,4
"19497",1,NA,2,6,2,5,NA,2,3,10,5,9,3,1,1,NA,2,4,1,3,2,2,1,2,4,2,1,4,2,5,2,2,1,1,1,4
"19498",5,75,9,10,NA,10,10,2,9,9,9,9,3,1,65,NA,2,5,2,2,2,1,1,2,5,2,1,1,1,4,1,1,1,1,1,1
"19499",5,600,7,8,6,6,8,1,8,7,6,0,7,7,1,NA,2,3,2,3,2,3,2,2,3,1,2,3,3,2,2,4,2,2,5,3
"19500",5,15,8,8,7,7,4,1,9,10,8,5,7,2,1,NA,2,4,1,3,1,6,1,2,4,2,1,2,1,3,1,2,1,2,3,4
"19501",5,240,1,2,1,2,2,1,NA,7,3,0,5,7,55,NA,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
"19502",5,60,2,2,0,3,3,1,7,6,1,0,6,7,55,NA,3,5,1,4,1,2,1,2,4,1,1,3,2,4,4,4,1,1,4,2
"19503",5,360,6,8,5,9,9,1,9,7,7,0,7,7,1,NA,3,6,1,2,4,5,2,3,6,1,2,5,5,6,5,4,3,1,5,5
"19504",1,NA,4,8,5,7,NA,3,5,10,6,7,1,1,1,NA,2,3,2,2,3,2,2,2,2,1,1,2,3,3,1,2,2,1,1,2
"19505",5,60,10,10,0,0,10,2,6,9,5,4,5,6,1,NA,1,5,3,1,1,1,1,1,3,2,1,4,1,4,2,3,1,1,3,3
"19506",5,240,NA,8,7,8,9,1,10,6,10,8,4,1,1,NA,2,4,1,2,1,4,2,3,2,1,1,1,1,1,2,2,1,1,1,1
"19507",3,NA,3,9,3,7,8,2,2,10,8,7,3,1,1,NA,2,5,2,5,2,2,2,4,5,2,1,4,4,5,1,4,1,1,2,5
"19508",1,NA,0,0,0,0,0,5,2,3,4,3,5,3,1,NA,3,2,5,3,4,4,5,3,3,4,1,3,3,3,4,5,2,3,3,3
"19509",5,360,4,3,3,5,6,1,6,9,8,4,6,3,1,NA,4,5,2,2,2,3,1,3,4,3,2,3,2,3,2,2,2,1,3,3
"19510",5,30,2,2,1,2,3,1,5,10,9,9,4,3,1,NA,4,4,3,3,1,2,1,1,1,2,1,4,1,1,2,4,1,2,1,1
"19511",5,180,7,8,6,9,6,1,7,4,7,6,6,NA,1,NA,5,4,3,2,1,3,2,1,2,2,2,1,1,2,1,2,2,1,3,1
"19512",5,200,0,9,1,1,1,1,8,9,7,6,5,5,NA,NA,2,1,3,2,3,1,2,2,2,2,2,1,2,3,2,3,2,3,2,3
"19513",5,30,3,2,1,0,0,1,9,8,7,6,5,1,1,NA,1,5,1,5,5,5,1,2,5,2,1,6,2,4,5,5,1,1,2,4
"19514",5,180,8,7,4,6,8,3,7,4,10,5,5,2,1,NA,3,1,1,2,1,1,1,1,4,4,2,1,1,3,1,1,1,2,2,4
"19515",5,180,2,7,2,4,4,1,5,5,5,4,5,1,1,NA,4,5,1,3,2,5,5,5,5,2,2,2,2,4,NA,3,2,2,5,4
"19516",1,NA,1,8,1,5,NA,2,4,8,6,7,3,1,1,NA,4,3,3,3,2,2,2,2,3,1,1,2,2,4,2,2,1,1,4,4
"19517",5,150,5,6,1,7,10,2,0,10,10,7,3,1,1,NA,2,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"19518",5,600,8,8,5,5,5,1,6,9,8,0,6,7,1,NA,3,3,3,3,3,5,2,4,3,4,3,4,3,4,2,5,3,2,6,3
"19519",4,330,10,6,3,7,7,2,10,6,6,0,7,2,1,NA,3,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,1,3,3,3
"19520",5,30,4,5,3,6,6,1,4,10,7,4,4,1,1,NA,3,5,3,3,4,5,2,3,3,1,1,4,2,2,5,4,2,2,2,2
"19521",5,60,7,7,5,NA,NA,2,9,10,6,6,7,2,1,NA,3,4,3,3,1,5,3,2,4,4,3,3,3,3,3,3,3,3,3,3
"19522",5,30,5,8,5,NA,NA,2,0,6,5,6,4,2,1,NA,2,4,1,4,1,1,3,3,2,1,2,4,1,6,2,3,2,1,2,4
"19523",5,60,8,8,6,8,NA,2,7,9,7,9,3,1,1,NA,5,5,3,3,2,5,3,4,2,4,1,4,2,5,4,3,2,3,3,2
"19524",5,30,8,8,8,4,4,2,4,8,6,6,2,1,1,NA,3,4,2,3,2,4,4,5,5,4,2,4,2,3,3,4,1,2,2,2
"19525",5,180,9,8,8,6,9,3,10,10,7,6,6,6,65,NA,4,1,2,3,2,2,3,3,1,2,1,1,2,2,2,1,1,3,4,1
"19526",4,158,2,7,6,6,9,2,3,5,6,8,6,1,2,NA,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"19527",1,NA,8,10,10,5,5,2,5,10,8,8,3,3,1,NA,4,4,1,1,1,1,1,2,6,1,1,2,1,1,2,2,2,2,2,2
"19528",4,60,8,9,4,8,8,1,2,10,9,8,4,3,1,NA,3,4,4,4,1,4,3,3,3,3,1,3,1,3,3,3,3,3,3,3
"19529",1,NA,8,8,8,9,8,2,NA,8,8,9,1,1,1,NA,1,5,1,3,1,2,1,2,5,1,2,2,1,6,1,3,1,1,1,3
"19530",3,NA,8,8,8,8,8,3,6,4,5,7,2,2,1,NA,3,3,3,3,3,2,1,2,2,4,3,3,3,3,3,3,3,3,3,3
"19531",4,90,8,7,7,7,7,1,5,9,9,6,3,3,1,NA,1,4,1,4,4,4,2,2,4,4,2,2,2,4,4,4,2,2,4,4
"19532",5,240,0,7,0,8,5,1,9,8,6,6,6,2,1,NA,1,5,1,5,4,3,1,1,4,1,1,6,1,6,1,6,1,1,1,2
"19533",1,NA,3,6,2,2,4,2,5,8,4,7,3,1,1,NA,2,5,2,2,2,2,2,2,4,2,2,2,2,5,2,2,2,2,2,2
"19534",1,NA,4,7,4,NA,NA,NA,NA,7,3,7,4,1,1,NA,3,5,2,2,1,4,4,4,5,4,3,4,4,5,2,3,3,2,1,5
"19535",5,60,8,7,7,7,8,1,10,10,7,1,7,7,1,NA,2,5,2,4,2,4,2,1,4,2,1,4,1,4,1,1,1,4,1,2
"19536",5,60,5,7,5,4,5,2,6,9,6,5,5,2,1,NA,2,3,2,2,1,3,2,1,4,2,3,4,2,5,2,3,2,2,3,3
"19537",5,60,4,4,3,5,7,2,6,6,3,9,2,1,1,NA,1,5,1,1,1,2,2,1,5,1,1,5,3,6,3,4,1,3,1,4
"19538",5,390,4,8,4,6,8,2,1,7,8,1,6,7,1,NA,2,6,1,2,1,5,2,1,5,2,1,1,1,1,1,2,2,2,2,2
"19539",5,180,7,4,4,4,5,3,8,8,8,0,7,7,1,NA,1,6,1,1,1,1,2,2,1,1,1,5,1,3,1,1,1,1,1,5
"19540",5,210,7,8,4,7,8,1,7,3,6,4,5,7,1,NA,1,4,1,2,2,6,1,3,3,2,2,2,2,3,3,2,1,1,6,3
"19541",1,NA,0,5,0,10,0,5,10,10,10,0,7,7,1,NA,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19542",1,NA,5,7,1,5,5,3,3,9,2,5,5,1,NA,NA,5,5,2,2,2,2,2,2,5,2,3,5,2,6,2,2,2,2,2,6
"19543",5,120,5,9,4,7,9,1,5,10,3,10,1,1,55,NA,2,6,1,2,1,5,2,2,2,2,2,6,2,2,2,2,2,1,2,2
"19544",5,600,7,7,6,6,6,1,6,9,7,7,4,6,1,NA,5,6,3,5,2,4,2,2,3,2,3,6,2,2,2,2,1,4,4,4
"19545",5,480,9,5,4,4,7,1,5,10,10,0,7,7,1,NA,1,5,1,4,5,6,1,1,5,2,2,5,2,5,2,5,2,1,2,2
"19546",5,600,6,9,3,6,10,1,5,10,7,0,7,7,1,NA,1,5,1,1,3,5,1,4,3,1,1,1,1,1,4,3,1,1,4,3
"19547",5,60,4,7,5,6,8,1,5,6,6,5,5,1,1,NA,2,4,1,2,2,2,1,1,2,2,1,1,2,4,1,4,3,1,2,2
"19548",5,45,4,8,3,3,2,3,2,9,2,5,3,1,1,NA,2,5,2,5,2,2,2,2,5,2,4,5,2,6,5,5,3,1,3,5
"19549",5,300,8,9,8,9,10,1,10,9,10,7,5,2,1,NA,1,2,3,3,1,3,4,2,2,3,3,1,2,3,1,1,3,1,2,4
"19550",5,120,0,2,0,3,4,2,7,2,0,6,5,2,1,NA,2,4,1,2,1,2,2,1,3,1,1,2,1,5,2,2,1,1,1,5
"19551",5,15,5,8,4,5,8,1,5,10,6,0,6,6,1,NA,3,2,1,3,1,6,1,1,1,6,1,3,1,3,2,1,1,1,1,6
"19552",5,90,3,7,1,5,7,1,5,8,9,1,7,7,1,NA,1,3,2,1,3,5,1,3,3,2,2,1,2,2,5,4,2,2,4,3
"19553",5,270,2,3,2,1,4,1,3,9,7,1,7,1,1,NA,1,6,1,6,1,6,1,3,5,1,1,6,1,3,5,6,1,1,6,4
"19554",1,NA,10,9,9,6,10,1,7,8,8,10,2,1,1,NA,1,6,1,6,1,2,3,2,3,2,1,5,3,6,1,5,2,1,2,2
"19555",4,60,3,2,2,1,5,2,5,7,1,0,7,7,1,NA,1,4,1,1,1,2,1,1,4,1,2,1,1,2,1,1,1,1,1,1
"19556",5,90,7,6,5,8,9,1,5,8,6,5,6,3,1,NA,3,6,2,5,4,2,2,2,5,1,1,5,5,4,4,5,2,1,1,2
"19557",4,60,4,3,5,NA,5,2,5,7,4,5,3,2,1,NA,3,4,2,2,1,NA,2,1,2,4,1,6,2,4,NA,5,2,2,2,2
"19558",5,180,6,6,6,7,6,1,7,9,9,3,6,6,65,NA,2,5,1,3,2,5,2,3,4,1,2,4,2,4,2,5,2,2,3,3
"19559",4,20,7,8,7,7,7,1,6,10,6,4,4,3,1,NA,2,6,1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,3,6
"19560",1,NA,5,6,4,5,NA,2,5,9,7,6,7,1,1,NA,4,4,2,3,1,2,2,2,5,4,3,4,1,6,3,4,4,2,2,5
"19561",1,NA,7,8,6,NA,NA,2,5,10,7,9,2,6,1,NA,3,5,2,3,4,2,2,3,5,2,2,3,1,4,3,4,1,1,1,3
"19562",5,180,7,4,6,7,7,1,6,10,6,5,5,6,1,NA,4,4,1,4,5,5,1,1,4,1,1,2,1,1,3,4,1,1,3,1
"19563",3,NA,4,8,2,2,6,1,1,10,10,6,1,1,1,NA,1,5,1,5,1,1,1,3,2,1,1,5,1,5,2,1,1,1,1,1
"19564",4,120,4,5,2,5,6,2,1,9,8,6,3,1,1,NA,3,3,2,3,2,4,2,2,3,1,2,3,2,4,2,4,2,1,2,3
"19565",4,240,6,6,6,5,5,2,6,7,4,3,4,6,1,NA,3,5,3,2,3,4,4,3,5,4,2,4,4,4,2,2,2,3,2,2
"19566",5,240,5,6,5,NA,NA,2,5,8,5,2,7,7,1,NA,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,2,2,4,4
"19567",5,720,4,8,4,8,8,2,7,9,9,10,2,1,1,NA,3,4,1,4,2,2,2,1,3,1,1,3,1,5,1,3,1,1,1,2
"19568",5,180,1,1,1,NA,NA,1,5,6,1,2,7,1,1,NA,3,6,3,1,1,6,1,3,5,2,1,1,6,2,6,6,3,1,6,5
"19569",4,60,2,2,5,3,2,1,2,9,6,7,4,1,1,NA,4,5,1,3,2,3,3,5,2,1,2,6,3,2,5,6,2,1,1,1
"19570",2,NA,4,0,3,5,6,1,3,10,6,0,7,7,1,NA,4,6,1,5,4,1,1,1,6,4,3,5,3,6,5,5,4,1,2,6
"19571",5,420,0,2,0,3,10,1,10,10,8,0,7,7,1,NA,1,5,1,3,3,5,2,2,1,1,2,3,2,1,3,5,1,1,2,1
"19572",5,360,6,9,8,8,8,2,NA,7,5,7,4,1,65,NA,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19573",5,60,3,4,1,0,1,1,4,9,6,4,7,6,1,NA,2,6,1,3,3,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1
"19574",5,615,4,9,4,3,6,1,3,8,8,6,5,2,1,NA,5,4,3,2,1,2,2,3,2,3,2,5,2,6,2,3,2,3,4,6
"19575",4,20,6,6,6,6,6,2,4,9,5,6,3,2,1,NA,2,5,2,5,2,2,2,3,2,3,2,5,4,3,3,3,2,2,3,3
"19576",4,120,3,8,2,6,5,2,10,9,6,3,6,3,1,NA,3,5,3,3,2,2,2,2,5,2,2,5,2,5,2,2,2,2,2,2
"19577",3,NA,3,6,1,1,1,2,5,9,4,5,3,1,1,NA,4,5,3,4,2,3,2,3,4,3,2,4,2,4,4,3,2,2,2,4
"19578",4,240,6,7,7,7,7,1,6,4,3,5,7,3,1,NA,1,5,1,2,2,5,2,1,5,2,1,5,3,6,4,5,2,3,5,3
"19579",5,150,5,7,4,1,0,2,3,10,7,7,3,1,65,NA,2,5,1,5,2,2,2,2,2,2,2,3,2,5,3,5,3,2,3,4
"19580",5,150,5,8,4,4,5,2,7,9,10,10,3,1,1,NA,3,6,2,1,3,3,1,4,4,4,1,5,3,6,5,4,1,2,2,5
"19581",1,NA,6,6,4,6,7,1,5,10,4,6,3,2,1,NA,1,4,1,1,3,2,2,2,5,1,1,2,3,5,2,5,4,1,1,5
"19582",5,650,5,5,5,6,5,2,6,5,7,3,5,7,2,NA,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2
"19583",5,45,3,5,5,7,7,1,5,8,8,0,7,7,1,NA,3,5,2,4,5,5,2,2,5,4,2,5,4,4,5,6,3,2,4,5
"19584",4,NA,7,7,7,7,7,2,5,5,5,6,3,3,1,NA,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
"19585",5,60,2,6,3,3,3,2,NA,10,5,7,4,4,NA,NA,2,5,2,2,2,2,2,2,5,2,2,5,2,5,2,NA,2,1,2,1
"19586",5,360,6,7,4,5,8,2,4,8,8,5,4,2,1,NA,3,5,2,2,1,2,2,1,2,1,1,2,1,3,2,2,1,1,1,2
"19587",5,30,7,8,6,5,7,2,NA,10,7,7,4,1,1,NA,1,5,1,5,1,4,1,3,2,1,1,2,1,3,3,3,1,1,1,2
"19588",3,NA,7,8,8,8,7,3,5,9,7,6,3,3,1,NA,3,5,3,3,3,5,2,3,3,4,2,3,2,3,3,2,2,4,3,3
"19589",5,60,5,9,2,5,5,1,5,10,5,0,7,7,1,NA,5,5,2,2,2,5,2,2,2,2,2,2,2,5,4,2,2,2,2,2
"19590",4,60,0,10,0,0,0,2,1,10,0,5,3,1,1,NA,2,6,2,5,2,6,5,2,6,2,1,6,1,6,1,5,1,1,1,2
"19591",2,NA,6,NA,NA,10,10,3,6,4,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19592",5,480,4,4,4,4,4,1,5,6,3,0,7,7,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,3,3,3,3,3,3
"19593",5,600,6,5,4,7,7,1,4,6,0,1,5,6,1,NA,4,5,1,2,4,4,2,2,2,1,2,2,2,3,2,3,2,2,2,4
"19594",5,120,3,7,3,4,7,2,8,10,6,6,5,1,1,NA,2,5,2,2,2,5,1,1,1,1,1,2,1,3,3,1,1,1,1,2
"19595",5,480,4,9,5,6,7,2,5,9,7,0,7,7,1,NA,4,3,2,5,2,5,2,2,4,3,2,4,5,3,2,4,2,1,5,3
"19596",5,240,1,2,1,4,4,1,1,9,1,8,6,1,2,NA,5,5,2,2,2,2,2,2,5,2,2,5,2,5,2,2,2,2,2,4
"19597",5,480,5,8,5,5,7,4,5,5,5,0,7,7,NA,NA,2,5,2,4,2,2,2,4,2,2,3,3,3,3,4,3,2,1,2,3
"19598",5,20,7,6,7,7,7,2,1,5,7,8,2,2,1,NA,3,5,3,4,2,5,2,2,3,2,2,4,1,4,3,3,2,2,2,5
"19599",5,30,4,6,5,4,5,1,NA,10,6,6,3,1,1,NA,3,6,2,5,3,4,2,4,4,4,2,5,3,6,2,4,2,4,3,5
"19600",5,180,5,9,2,5,10,1,5,10,7,2,5,7,1,NA,3,6,2,5,2,2,1,3,4,2,1,4,2,4,2,4,2,2,2,4
"19601",5,240,5,7,6,7,8,1,4,9,7,5,6,2,1,NA,2,3,2,3,2,2,2,2,4,4,1,3,2,4,1,4,1,1,3,2
"19602",4,60,4,4,4,4,4,2,5,6,4,5,6,6,1,NA,2,5,5,3,3,3,3,4,3,3,2,2,2,5,2,2,2,2,2,2
"19603",5,120,5,8,6,6,6,1,2,10,2,4,5,6,1,NA,3,6,3,5,2,5,2,3,5,2,3,5,2,5,3,5,2,2,2,3
"19604",5,60,5,6,6,7,7,2,6,8,8,5,NA,NA,1,NA,2,5,2,6,2,5,2,2,5,2,2,5,2,5,4,5,2,2,5,2
"19605",5,360,8,9,6,8,9,1,7,8,7,0,7,7,NA,1,1,4,1,3,1,2,1,3,4,2,3,2,3,5,4,4,1,1,5,4
"19606",5,150,2,4,1,6,3,2,7,5,5,5,5,2,NA,1,4,5,4,5,3,5,3,2,4,3,3,5,5,5,4,5,3,3,3,3
"19607",3,NA,0,10,0,NA,NA,NA,NA,10,3,8,4,3,NA,2,1,5,1,4,2,5,2,2,5,1,1,4,1,5,2,3,1,1,1,1
"19608",5,360,7,8,8,NA,8,1,NA,8,8,0,7,7,NA,NA,4,5,2,1,1,5,2,4,2,1,1,2,2,4,3,3,1,2,4,1
"19609",5,120,5,5,0,3,6,1,0,10,7,10,5,NA,NA,2,2,4,4,6,2,5,4,4,2,1,1,2,4,1,5,5,1,1,1,2
"19610",5,60,5,8,3,9,10,1,10,10,10,10,6,1,NA,1,3,5,1,3,1,3,1,3,3,2,1,2,2,3,3,3,1,1,1,2
"19611",5,240,5,8,6,8,8,1,7,9,5,6,4,6,NA,NA,1,4,1,2,1,5,1,2,1,1,1,2,1,3,1,3,1,1,5,2
"19612",5,60,6,9,4,NA,NA,1,NA,9,7,8,7,6,NA,NA,4,5,1,5,2,3,1,4,3,4,1,4,2,4,3,4,1,1,2,4
"19613",5,240,5,7,4,7,8,2,7,8,8,0,7,7,NA,1,3,5,3,4,4,5,3,5,4,3,4,5,5,5,5,4,2,2,5,5
"19614",1,NA,5,9,4,3,6,2,2,10,5,6,6,3,NA,2,5,5,3,5,2,3,3,5,5,2,3,5,2,6,3,4,2,2,2,5
"19615",5,90,7,9,8,9,8,2,7,8,6,5,7,6,NA,1,1,4,1,3,3,3,2,2,1,3,2,4,1,3,3,3,1,2,3,3
"19616",5,360,7,9,7,9,5,1,8,8,8,10,3,1,NA,1,5,5,2,5,2,4,2,2,2,1,2,5,5,4,3,5,3,4,1,4
"19617",5,300,6,9,4,6,8,1,6,10,6,5,7,6,NA,1,1,5,1,5,4,5,1,1,1,1,1,5,2,4,5,5,2,1,3,4
"19618",5,120,7,9,4,6,8,1,5,9,5,5,6,6,NA,1,1,5,1,5,2,1,1,1,1,1,1,6,1,4,1,4,1,2,3,3
"19619",5,300,7,5,8,8,8,2,5,7,6,3,6,6,NA,2,3,4,1,2,2,4,2,3,3,3,3,3,5,4,4,4,1,3,5,3
"19620",5,120,3,8,4,NA,5,1,6,8,5,7,5,4,NA,NA,2,5,1,5,2,5,2,2,3,2,3,4,3,4,5,4,2,2,2,3
"19621",5,240,0,10,0,NA,NA,1,NA,4,4,0,7,7,NA,55,3,5,2,5,4,6,1,2,2,1,3,5,3,3,4,5,1,2,5,3
"19622",5,360,4,8,4,6,7,1,5,10,5,9,7,4,NA,2,1,1,1,1,3,3,1,2,1,1,1,1,4,3,2,2,1,1,2,1
"19623",5,150,5,5,4,6,8,1,5,8,7,8,3,2,NA,2,2,5,2,5,4,4,1,2,2,1,2,3,5,1,5,4,1,1,3,3
"19624",5,120,6,7,4,5,6,1,5,8,5,8,5,3,NA,2,4,5,2,1,2,4,2,1,1,1,1,2,2,3,1,3,1,2,1,3
"19625",5,360,3,2,4,1,5,2,0,9,4,5,5,6,NA,2,3,5,3,5,3,2,3,3,2,3,3,5,5,5,4,3,2,2,4,4
"19626",5,120,6,8,6,6,7,3,6,9,4,7,5,7,NA,2,3,4,3,5,3,4,3,3,2,4,2,4,5,4,3,5,2,3,3,5
"19627",5,150,2,8,2,6,8,1,5,9,5,1,7,7,NA,2,1,4,1,5,4,5,3,4,1,1,2,3,5,1,3,5,1,1,3,3
"19628",5,720,1,0,2,3,2,1,2,8,7,6,7,7,NA,2,1,5,2,2,1,6,1,3,2,2,2,2,6,3,5,3,1,1,2,2
"19629",1,NA,7,10,5,7,8,5,NA,7,6,7,2,1,NA,2,4,6,1,6,2,4,2,1,1,2,1,6,NA,5,2,4,1,2,2,5
"19630",5,600,5,7,4,8,10,1,5,8,6,2,7,7,NA,1,1,5,3,5,3,5,5,2,1,1,2,3,2,2,5,3,1,2,5,2
"19631",5,180,2,6,2,NA,NA,1,7,9,7,2,7,7,NA,1,4,6,2,5,4,4,3,4,4,4,4,5,5,3,4,3,2,2,6,4
"19632",5,120,4,5,4,NA,7,1,0,10,7,0,5,7,NA,2,2,4,1,4,3,6,4,3,2,1,1,4,3,1,5,3,1,1,2,2
"19633",4,90,3,8,3,NA,4,1,8,9,7,5,6,4,NA,1,5,6,1,5,4,5,2,5,3,3,2,5,2,4,5,5,1,1,3,4
